phrase,total_occurrences,position_score,p_dem,p_rep,n_dem,n_rep,ngram_size
revenue code,40,0.6608337598563149,0.001449575481466142,0.007098300709830071,7,33,2
mr lawler,40,0.7581920227705052,0.0010354110581901014,0.007528500752850075,5,35,2
address issue,40,-0.03367388869719091,0.0041416442327604054,0.003871800387180039,20,18,2
national flood,40,0.9999999883775001,0.0,0.008604000860400087,0,40,2
national flood insurance,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
urgently,40,-0.16104478307004208,0.004762890867674467,0.0034416003441600346,23,16,1
believing,40,-0.18169879046857568,0.004969973079312487,0.0034416003441600346,24,16,1
kidnapped,40,-0.4347238428436952,0.006005384137502588,0.0023661002366100236,29,11,1
kidney,40,-0.2644766084406301,0.0051770552909505075,0.00301140030114003,25,14,1
hinder,40,0.21816270501484272,0.0033133153862083247,0.005162400516240052,16,24,1
capito cassidy collins,40,-0.38392514957520324,0.005798301925864568,0.002581200258120026,28,12,3
carey,40,-0.33322357542173325,0.005591219714226548,0.002796300279630028,27,13,1
neguse mr,40,-0.9999999879275002,0.008283288465520811,0.0,40,0,2
colleague new,40,-0.6388954094951312,0.00683371298405467,0.001505700150570015,33,7,2
tax day,40,-0.031038124038015286,0.004348726444398426,0.004086900408690041,21,19,2
record floor,40,0.9999999883775001,0.0,0.008604000860400087,0,40,2
record floor consideration,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
needy,40,0.16851130784687934,0.003520397597846345,0.004947300494730049,17,23,1
estimated total cost,40,0.9505822337693708,0.0002070822116380203,0.008173800817380082,1,38,3
guardian,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,1
bars,40,-0.031038124038015286,0.004348726444398426,0.004086900408690041,21,19,1
new state,40,-0.5877054358623269,0.006626630772416649,0.0017208001720800173,32,8,2
preferred,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,1
hr,40,-0.6901839095943952,0.00704079519569269,0.001290600129060013,34,6,1
available september,40,0.9035477073212318,0.0004141644232760406,0.008173800817380082,2,38,2
available september 30,40,0.9035477073212318,0.0004141644232760406,0.008173800817380082,2,38,3
internal revenue code,40,0.6608337598563149,0.001449575481466142,0.007098300709830071,7,33,3
mixed,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,1
high school girls,40,0.46501725575915526,0.002277904328018223,0.006237900623790062,11,29,3
year 2030,40,-0.8274370958547861,0.00683371298405467,0.0006453000645300065,33,3,2
funding department,40,-0.031038124038015286,0.004348726444398426,0.004086900408690041,21,19,2
mr sanders,40,-0.9999997585500583,0.0004141644232760406,0.0,2,0,2
citrus,40,0.7095585089912518,0.0012424932698281218,0.007313400731340073,6,34,1
safety commission,40,0.11876579472078003,0.003727479809484365,0.004732200473220047,18,22,2
quest,40,-0.5248372272700598,0.006212466349140609,0.0019359001935900194,30,9,1
urban affairs senate,40,0.9518188302578751,0.0002070822116380203,0.008388900838890084,1,39,3
mr garcia california,40,-0.9999999879275002,0.008283288465520811,0.0,40,0,3
just mentioned,40,0.16851130784687934,0.003520397597846345,0.004947300494730049,17,23,2
healthcare insurance,40,-0.33322357542173325,0.005591219714226548,0.002796300279630028,27,13,2
21 percent,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,2
congressional award,40,0.21816270501484272,0.0033133153862083247,0.005162400516240052,16,24,2
collegiate,40,0.5631095266566667,0.0018637399047421825,0.006668100666810067,9,31,1
don let,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,2
apache,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,1
year mr speaker,40,0.2610287614402814,0.002899150962932284,0.004947300494730049,14,23,3
campaigned,40,-0.13138292088162662,0.004762890867674467,0.0036567003656700365,23,17,1
honor represent,40,0.40068000548644866,0.0008283288465520812,0.0019359001935900194,4,9,2
unparalleled,40,0.3678879129247753,0.0024849865396562435,0.005377500537750054,12,25,1
superior court,40,-0.6388954094951312,0.00683371298405467,0.001505700150570015,33,7,2
sentiment,40,-0.08116278973461608,0.004555808656036446,0.003871800387180039,22,18,1
mr speaker people,40,-0.31634458450978076,0.005384137502588528,0.002796300279630028,26,13,3
gulf coast,40,-0.031038124038015286,0.004348726444398426,0.004086900408690041,21,19,2
listing,40,0.31718421783424666,0.002899150962932284,0.005592600559260056,14,26,1
stormed,40,-0.6388954094951312,0.00683371298405467,0.001505700150570015,33,7,1
overwhelming majority,40,-0.5545536759527124,0.006005384137502588,0.0017208001720800173,29,8,2
federalist,40,-0.008039805207047104,0.003934562021122386,0.003871800387180039,19,18,1
certify,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,1
food drug cosmetic,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,3
foolish,40,0.06892589778255086,0.003934562021122386,0.004517100451710045,19,21,1
recommended committee,40,0.9999999883775001,0.0,0.008604000860400087,0,40,2
organizations including,40,0.36655486414989813,0.002692068751294264,0.005807700580770058,13,27,2
receive care,40,-0.2644766084406301,0.0051770552909505075,0.00301140030114003,25,14,2
explaining,40,-0.2644766084406301,0.0051770552909505075,0.00301140030114003,25,14,1
smog,40,-0.8446434214679557,0.0076620418306067506,0.0006453000645300065,37,3,1
hormuz,40,-0.48561993454293906,0.006212466349140609,0.0021510002151000217,30,10,1
state senator,40,-0.2826188421345507,0.005384137502588528,0.00301140030114003,26,14,2
goodlander,40,-0.6901839095943952,0.00704079519569269,0.001290600129060013,34,6,1
vouchers,40,0.31718421783424666,0.002899150962932284,0.005592600559260056,14,26,1
prostate cancer,40,-0.031038124038015286,0.004348726444398426,0.004086900408690041,21,19,2
follow law,40,-0.6901839095943952,0.00704079519569269,0.001290600129060013,34,6,2
local self,40,-0.7415712208882108,0.007247877407330711,0.0010755001075500108,35,5,2
local tribal,40,0.6520786147296062,0.001449575481466142,0.006883200688320069,7,32,2
forged,40,-0.2127101071265596,0.004969973079312487,0.0032265003226500323,24,15,1
gimenez,40,0.16851130784687934,0.003520397597846345,0.004947300494730049,17,23,1
gillibrand hassan heinrich,40,-0.5366137050607799,0.006419548560778629,0.0019359001935900194,31,9,3
disciplinary,40,-0.18169879046857568,0.004969973079312487,0.0034416003441600346,24,16,1
rich history,40,0.24867074702896422,0.0031062331745703043,0.005162400516240052,15,24,2
republican president,40,-0.5661811699415059,0.006212466349140609,0.0017208001720800173,30,8,2
criminal record,40,-0.7877724026756393,0.007247877407330711,0.0008604000860400087,35,4,2
330,40,0.04461064998755616,0.003934562021122386,0.004302000430200043,19,20,1
law 117,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,2
science based,40,-0.22529263517052686,0.004762890867674467,0.00301140030114003,23,14,2
characterized,40,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,1
immune,40,-0.5366137050607799,0.006419548560778629,0.0019359001935900194,31,9,1
immigration law,40,0.11876579472078003,0.003727479809484365,0.004732200473220047,18,22,2
security numbers,40,0.8551863673559589,0.0006212466349140609,0.007958700795870079,3,37,2
45 years,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,2
rule agency organization,40,0.21816270501484272,0.0033133153862083247,0.005162400516240052,16,24,3
raise awareness,40,0.09577450975458572,0.003727479809484365,0.004517100451710045,18,21,2
like elon,40,-0.9481143111178759,0.008076206253882792,0.00021510002151000216,39,1,2
underwood,40,-0.7415712208882108,0.007247877407330711,0.0010755001075500108,35,5,1
seth,40,0.4158324558453155,0.0024849865396562435,0.00602280060228006,12,28,1
safety management,40,0.7581920227705052,0.0010354110581901014,0.007528500752850075,5,35,2
foundations,40,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,1
instrument,40,-0.23211067252682632,0.0051770552909505075,0.0032265003226500323,25,15,1
welch mr,40,-0.9481143111178759,0.008076206253882792,0.00021510002151000216,39,1,2
subsection secretary shall,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
substitute recommended committee,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
pack,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,1
mr speaker america,40,0.16851130784687934,0.003520397597846345,0.004947300494730049,17,23,3
mr speaker legislation,40,0.6608337598563149,0.001449575481466142,0.007098300709830071,7,33,3
mr speaker gentleman,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,3
countermeasures,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,1
rural healthcare,40,0.31718421783424666,0.002899150962932284,0.005592600559260056,14,26,2
crops,40,-0.18169879046857568,0.004969973079312487,0.0034416003441600346,24,16,1
universe,40,-0.3726497494059461,0.0051770552909505075,0.0023661002366100236,25,11,1
footprint,40,0.5518100099147097,0.0018637399047421825,0.006453000645300065,9,30,1
does just,40,0.21816270501484272,0.0033133153862083247,0.005162400516240052,16,24,2
house budget,40,-0.13138292088162662,0.004762890867674467,0.0036567003656700365,23,17,2
came floor,40,-0.031038124038015286,0.004348726444398426,0.004086900408690041,21,19,2
cras,40,0.11876579472078003,0.003727479809484365,0.004732200473220047,18,22,1
officer retired,40,-0.8963288857220898,0.007869124042244772,0.00043020004302000433,38,2,2
year republicans,40,-0.48561993454293906,0.006212466349140609,0.0021510002151000217,30,10,2
trump white,40,0.14683895304902675,0.003520397597846345,0.004732200473220047,17,22,2
trump white house,40,0.14683895304902675,0.003520397597846345,0.004732200473220047,17,22,3
services administration,40,-0.05801648254278149,0.004348726444398426,0.003871800387180039,21,18,2
ranking member subcommittee,40,-0.33322357542173325,0.005591219714226548,0.002796300279630028,27,13,3
lives better,40,-0.5877054358623269,0.006626630772416649,0.0017208001720800173,32,8,2
fish wildlife service,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,3
fishermen,40,0.11876579472078003,0.003727479809484365,0.004732200473220047,18,22,1
1977,40,0.16851130784687934,0.003520397597846345,0.004947300494730049,17,23,1
buses,40,0.09577450975458572,0.003727479809484365,0.004517100451710045,18,21,1
highest levels,40,-0.31634458450978076,0.005384137502588528,0.002796300279630028,26,13,2
letter office sincerely,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
states president,40,-0.31634458450978076,0.005384137502588528,0.002796300279630028,26,13,2
just years ago,40,0.28074614806845055,0.002899150962932284,0.005162400516240052,14,24,3
emergency economic powers,40,0.5631095266566667,0.0018637399047421825,0.006668100666810067,9,31,3
mr arrington mr,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
section 101,40,0.7581920227705052,0.0010354110581901014,0.007528500752850075,5,35,2
resources support,40,0.21816270501484272,0.0033133153862083247,0.005162400516240052,16,24,2
20 billion,40,-0.3683143339990164,0.005591219714226548,0.002581200258120026,27,12,2
electronics,40,0.36655486414989813,0.002692068751294264,0.005807700580770058,13,27,1
harsh,40,-0.4347238428436952,0.006005384137502588,0.0023661002366100236,29,11,1
circumstance,40,-0.08116278973461608,0.004555808656036446,0.003871800387180039,22,18,1
social security numbers,40,0.8551863673559589,0.0006212466349140609,0.007958700795870079,3,37,3
solar energy,40,-0.4347238428436952,0.006005384137502588,0.0023661002366100236,29,11,2
technologically,40,0.6608337598563149,0.001449575481466142,0.007098300709830071,7,33,1
undoubtedly,40,-0.08644461894443442,0.004348726444398426,0.0036567003656700365,21,17,1
ciscomani mr speaker,40,0.9999999883775001,0.0,0.008604000860400087,0,40,3
mauritius,40,0.9999999883775001,0.0,0.008604000860400087,0,40,1
evade,40,-0.42038615674655166,0.005798301925864568,0.0023661002366100236,28,11,1
mass destruction,40,-0.03367388869719091,0.0041416442327604054,0.003871800387180039,20,18,2
gang members,40,0.7095585089912518,0.0012424932698281218,0.007313400731340073,6,34,2
ms lummis,40,0.9999999883775001,0.0,0.008604000860400087,0,40,2
chairman cole,40,0.4158324558453155,0.0024849865396562435,0.00602280060228006,12,28,2
considering today,40,-0.4347238428436952,0.006005384137502588,0.0023661002366100236,29,11,2
cosmetic act,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,2
percent percent,40,0.28074614806845055,0.002899150962932284,0.005162400516240052,14,24,2
people year,40,0.2610287614402814,0.002899150962932284,0.004947300494730049,14,23,2
barack obama,40,-0.08116278973461608,0.004555808656036446,0.003871800387180039,22,18,2
abusers,40,-0.5877054358623269,0.006626630772416649,0.0017208001720800173,32,8,1
percent total,40,0.09991856967128063,0.003520397597846345,0.004302000430200043,17,20,2
embracing,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,1
transitioning,40,0.1978042693537862,0.0033133153862083247,0.004947300494730049,16,23,1
surprising,40,-0.06218548754173084,0.0041416442327604054,0.0036567003656700365,20,17,1
mrs kim,40,0.9035477073212318,0.0004141644232760406,0.008173800817380082,2,38,2
mrs dingell,40,-0.7415712208882108,0.007247877407330711,0.0010755001075500108,35,5,2
board governors,40,0.5141095257411321,0.0020708221163802027,0.006453000645300065,10,30,2
sheehy sullivan thune,40,-0.5366137050607799,0.006419548560778629,0.0019359001935900194,31,9,3
international emergency economic,40,0.5631095266566667,0.0018637399047421825,0.006668100666810067,9,31,3
slap,40,-0.23211067252682632,0.0051770552909505075,0.0032265003226500323,25,15,1
slashes,40,-0.5877054358623269,0.006626630772416649,0.0017208001720800173,32,8,1
percent income,40,-0.3894122127083778,0.005384137502588528,0.0023661002366100236,26,11,2
governor newsom,40,-0.2321106614786143,0.0010354110581901014,0.0006453000645300065,5,3,2
wiped,40,-0.7280386477148924,0.00683371298405467,0.0010755001075500108,33,5,1
1776,40,-0.33322357542173325,0.005591219714226548,0.002796300279630028,27,13,1
laborers,40,-0.38392514957520324,0.005798301925864568,0.002581200258120026,28,12,1
ceded,40,-0.5366137050607799,0.006419548560778629,0.0019359001935900194,31,9,1
chairman williams,40,-0.23211067252682632,0.0051770552909505075,0.0032265003226500323,25,15,2
ms bonamici mr,40,-0.9999999879275002,0.008283288465520811,0.0,40,0,3
families friends,40,0.24867074702896422,0.0031062331745703043,0.005162400516240052,15,24,2
study required,40,0.9999999883775001,0.0,0.008604000860400087,0,40,2
electric grid,40,0.018991348160816636,0.0041416442327604054,0.004302000430200043,20,20,2
lummis marshall mcconnell,40,-0.6388954094951312,0.00683371298405467,0.001505700150570015,33,7,3
cal,40,-0.7518605602027273,0.004555808656036446,0.0006453000645300065,22,3,1
bynum mr,40,-0.9999999879275002,0.008283288465520811,0.0,40,0,2
committee science,40,0.5141095257411321,0.0020708221163802027,0.006453000645300065,10,30,2
hurricane helene,40,0.5631095266566667,0.0018637399047421825,0.006668100666810067,9,31,2
acas,40,0.9518188302578751,0.0002070822116380203,0.008388900838890084,1,39,1
duckworth durbin fetterman,40,-0.5877054358623269,0.006626630772416649,0.0017208001720800173,32,8,3
mr neguse mr,40,-0.9999999879275002,0.008283288465520811,0.0,40,0,3
daines ernst fischer,40,-0.5877054358623269,0.006626630772416649,0.0017208001720800173,32,8,3
people care,40,-0.472560353769577,0.006005384137502588,0.0021510002151000217,29,10,2
pressley mr,40,-0.9999999879275002,0.008283288465520811,0.0,40,0,2
president vice,40,-0.7930576292028282,0.00745495961896873,0.0008604000860400087,36,4,2
60 000,40,0.18507221745730193,0.0031062331745703043,0.004517100451710045,15,21,2
class tax,40,0.7581920227705052,0.0010354110581901014,0.007528500752850075,5,35,2
support mr speaker,40,-0.13138292088162662,0.004762890867674467,0.0036567003656700365,23,17,3
health challenges,40,-0.08116278973461608,0.004555808656036446,0.003871800387180039,22,18,2
day just,40,-0.13138292088162662,0.004762890867674467,0.0036567003656700365,23,17,2
wildlife service,40,0.2677202530660899,0.0031062331745703043,0.005377500537750054,15,25,2
today recognize mr,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,3
public law 117,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,3
drug cosmetic,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,2
drug cosmetic act,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,3
joint session,40,-0.42038615674655166,0.005798301925864568,0.0023661002366100236,28,11,2
tehran,40,0.46501725575915526,0.002277904328018223,0.006237900623790062,11,29,1
amended mr,40,0.8551863673559589,0.0006212466349140609,0.007958700795870079,3,37,2
alaska native vietnam,40,0.8067345572068136,0.0008283288465520812,0.007743600774360078,4,36,3
repairs,40,-0.08116278973461608,0.004555808656036446,0.003871800387180039,22,18,1
obsession,40,-0.7877724026756393,0.007247877407330711,0.0008604000860400087,35,4,1
hard earned money,40,0.6120175183915053,0.0016566576931041624,0.006883200688320069,8,32,3
beneficiary,40,0.46501725575915526,0.002277904328018223,0.006237900623790062,11,29,1
gas industry,39,-0.5248372272700598,0.006212466349140609,0.0019359001935900194,30,9,2
belt,39,-0.008039805207047104,0.003934562021122386,0.003871800387180039,19,18,1
reliable energy,39,0.6019925980840456,0.0016566576931041624,0.006668100666810067,8,31,2
doesn work,39,0.09991856967128063,0.003520397597846345,0.004302000430200043,17,20,2
1948,39,0.14683895304902675,0.003520397597846345,0.004732200473220047,17,22,1
roger,39,0.6019925980840456,0.0016566576931041624,0.006668100666810067,8,31,1
ms morrison,39,-0.9467852283279347,0.007869124042244772,0.00021510002151000216,38,1,2
american people let,39,-0.4053022194674023,0.005591219714226548,0.0023661002366100236,27,11,3
ms lee,39,-0.16104478307004208,0.004762890867674467,0.0034416003441600346,23,16,2
pure,39,0.17635725218454892,0.0033133153862083247,0.004732200473220047,16,22,1
grassley hagerty,39,-0.2644766084406301,0.0051770552909505075,0.00301140030114003,25,14,2
falun,39,0.6019925980840456,0.0016566576931041624,0.006668100666810067,8,31,1
effect date,39,0.9505822337693708,0.0002070822116380203,0.008173800817380082,1,38,2
case mr,39,-0.6739768793358942,0.006626630772416649,0.001290600129060013,32,6,2
republican members,39,-0.8364916768550832,0.007247877407330711,0.0006453000645300065,35,3,2
badly,39,-0.13932115988027144,0.004555808656036446,0.0034416003441600346,22,16,1
bag,39,0.12400660445796934,0.003520397597846345,0.004517100451710045,17,21,1
mr speaker unable,39,-0.2644766084406301,0.0051770552909505075,0.00301140030114003,25,14,3
mr speaker year,39,-0.19230383006588628,0.004762890867674467,0.0032265003226500323,23,15,3
comfortable,39,-0.08644461894443442,0.004348726444398426,0.0036567003656700365,21,17,1
revoked,39,0.04461064998755616,0.003934562021122386,0.004302000430200043,19,20,1
american interests,39,0.24867074702896422,0.0031062331745703043,0.005162400516240052,15,24,2
optimistic,39,0.2610287614402814,0.002899150962932284,0.004947300494730049,14,23,1
unaccountable,39,-0.42038615674655166,0.005798301925864568,0.0023661002366100236,28,11,1
interim,39,0.14683895304902675,0.003520397597846345,0.004732200473220047,17,22,1
interfaith,39,-0.7877724026756393,0.007247877407330711,0.0008604000860400087,35,4,1
assistant administrator,39,-0.31634458450978076,0.005384137502588528,0.002796300279630028,26,13,2
harshbarger,39,0.14683895304902675,0.003520397597846345,0.004732200473220047,17,22,1
middle class families,39,-0.577217080640579,0.006419548560778629,0.0017208001720800173,31,8,3
military career,39,0.6019925980840456,0.0016566576931041624,0.006668100666810067,8,31,2
capturing,39,0.28074614806845055,0.002899150962932284,0.005162400516240052,14,24,1
budget request,39,-0.42038615674655166,0.005798301925864568,0.0023661002366100236,28,11,2
senior foreign service,39,-0.999999987617949,0.008076206253882792,0.0,39,0,3
crisis country,39,-0.4443453539288991,0.005591219714226548,0.0021510002151000217,27,10,2
say president,39,-0.6297002184701934,0.006626630772416649,0.001505700150570015,32,7,2
anti american,39,0.6520786147296062,0.001449575481466142,0.006883200688320069,7,32,2
anticipated,39,0.48828300681227294,0.0020708221163802027,0.00602280060228006,10,28,1
billionaire donors,39,-0.9467852283279347,0.007869124042244772,0.00021510002151000216,38,1,2
mr speaker need,39,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,3
pursuant clause rule,39,-0.00665291686324533,0.0041416442327604054,0.004086900408690041,20,19,3
sense congress,39,0.702068338347219,0.0012424932698281218,0.007098300709830071,6,33,2
colleagues think,39,-0.472560353769577,0.006005384137502588,0.0021510002151000217,29,10,2
driving costs,39,-0.5124465669532334,0.006005384137502588,0.0019359001935900194,29,9,2
drug administration,39,0.40068001514990265,0.0024849865396562435,0.005807700580770058,12,27,2
passed legislation,39,0.09991856967128063,0.003520397597846345,0.004302000430200043,17,20,2
passing legislation,39,0.018991348148978692,0.003934562021122386,0.004086900408690041,19,19,2
cline mr,39,0.9999999880794874,0.0,0.008388900838890084,0,39,2
cline mr speaker,39,0.9999999880794874,0.0,0.008388900838890084,0,39,3
states just,39,-0.2644766084406301,0.0051770552909505075,0.00301140030114003,25,14,2
49 united states,39,0.9999999880794874,0.0,0.008388900838890084,0,39,3
raw,39,-0.11644262342452846,0.004348726444398426,0.0034416003441600346,21,16,1
designates,39,0.702068338347219,0.0012424932698281218,0.007098300709830071,6,33,1
security economic,39,0.5518100099147097,0.0018637399047421825,0.006453000645300065,9,30,2
erode,39,-0.3683143339990164,0.005591219714226548,0.002581200258120026,27,12,1
terry,39,0.45115399964131303,0.002277904328018223,0.00602280060228006,11,28,1
confirms,39,-0.00665291686324533,0.0041416442327604054,0.004086900408690041,20,19,1
ice agent,39,-0.31634458450978076,0.005384137502588528,0.002796300279630028,26,13,2
perpetrated,39,-0.3726497494059461,0.0051770552909505075,0.0023661002366100236,25,11,1
secretary means secretary,39,0.9505822337693708,0.0002070822116380203,0.008173800817380082,1,38,3
speak support,39,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,2
speaker commend,39,0.35010833434954414,0.002692068751294264,0.005592600559260056,13,26,2
mr biggs arizona,39,0.9505822337693708,0.0002070822116380203,0.008173800817380082,1,38,3
house chamber,39,-0.16104478307004208,0.004762890867674467,0.0034416003441600346,23,16,2
construct,39,0.45115399964131303,0.002277904328018223,0.00602280060228006,11,28,1
walker,39,0.1978042693537862,0.0033133153862083247,0.004947300494730049,16,23,1
does want,39,-0.20409220139514364,0.004555808656036446,0.00301140030114003,22,14,2
tribal nations,39,-0.8406717483692152,0.00745495961896873,0.0006453000645300065,36,3,2
constitutional crisis,39,-0.3683143339990164,0.005591219714226548,0.002581200258120026,27,12,2
business committee,39,0.04461064998755616,0.003934562021122386,0.004302000430200043,19,20,2
business community,39,-0.08644461894443442,0.004348726444398426,0.0036567003656700365,21,17,2
people way,39,-0.11644262342452846,0.004348726444398426,0.0034416003441600346,21,16,2
christina,39,-0.2127101071265596,0.004969973079312487,0.0032265003226500323,24,15,1
reduce costs,39,0.2994386733172931,0.002899150962932284,0.005377500537750054,14,25,2
bigotry,39,-0.6822869465503473,0.00683371298405467,0.001290600129060013,33,6,1
ernst fischer graham,39,-0.6297002184701934,0.006626630772416649,0.001505700150570015,32,7,3
sand,39,-0.22529263517052686,0.004762890867674467,0.00301140030114003,23,14,1
predecessor,39,-0.08644461894443442,0.004348726444398426,0.0036567003656700365,21,17,1
constructed,39,0.17635725218454892,0.0033133153862083247,0.004732200473220047,16,22,1
enforceable,39,0.09577450975458572,0.003727479809484365,0.004517100451710045,18,21,1
mr cisneros,39,-0.9467852283279347,0.007869124042244772,0.00021510002151000216,38,1,2
mr cline mr,39,0.9999999880794874,0.0,0.008388900838890084,0,39,3
think president,39,-0.05801648254278149,0.004348726444398426,0.003871800387180039,21,18,2
state sponsored,39,0.702068338347219,0.0012424932698281218,0.007098300709830071,6,33,2
things actually,39,0.28074614806845055,0.002899150962932284,0.005162400516240052,14,24,2
canadians,39,-0.472560353769577,0.006005384137502588,0.0021510002151000217,29,10,1
hoosier,39,0.851462519974146,0.0006212466349140609,0.007743600774360078,3,36,1
stewart,39,0.5015305706507918,0.0020708221163802027,0.006237900623790062,10,29,1
mitchell,39,0.5015305706507918,0.0020708221163802027,0.006237900623790062,10,29,1
strait hormuz,39,-0.472560353769577,0.006005384137502588,0.0021510002151000217,29,10,2
like thank,39,-0.008039805207047104,0.003934562021122386,0.003871800387180039,19,18,2
molly,39,0.702068338347219,0.0012424932698281218,0.007098300709830071,6,33,1
come united,39,0.04461064998755616,0.003934562021122386,0.004302000430200043,19,20,2
come united states,39,0.04461064998755616,0.003934562021122386,0.004302000430200043,19,20,3
disappointing,39,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,1
footage,39,-0.42038615674655166,0.005798301925864568,0.0023661002366100236,28,11,1
footing,39,-0.03367388869719091,0.0041416442327604054,0.003871800387180039,20,18,1
said just,39,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,2
services help,39,0.35010833434954414,0.002692068751294264,0.005592600559260056,13,26,2
ask colleagues support,39,0.24867074702896422,0.0031062331745703043,0.005162400516240052,15,24,3
ease,39,-0.05801648254278149,0.004348726444398426,0.003871800387180039,21,18,1
distinguished member,39,-0.6822869465503473,0.00683371298405467,0.001290600129060013,33,6,2
prosecutions,39,-0.472560353769577,0.006005384137502588,0.0021510002151000217,29,10,1
early detection,39,-0.31634458450978076,0.005384137502588528,0.002796300279630028,26,13,2
institutions higher,39,0.35010833434954414,0.002692068751294264,0.005592600559260056,13,26,2
weeks months,39,-0.4053022194674023,0.005591219714226548,0.0023661002366100236,27,11,2
weigh,39,-0.3345926133719858,0.0051770552909505075,0.002581200258120026,25,12,1
earlier week,39,-0.11644262342452846,0.004348726444398426,0.0034416003441600346,21,16,2
raise prices,39,-0.577217080640579,0.006419548560778629,0.0017208001720800173,31,8,2
griffith mr speaker,39,0.9999999880794874,0.0,0.008388900838890084,0,39,3
fortune,39,-0.10948033993532824,0.004555808656036446,0.0036567003656700365,22,17,1
continue working,39,0.14683895304902675,0.003520397597846345,0.004732200473220047,17,22,2
continued service,39,0.40068001514990265,0.0024849865396562435,0.005807700580770058,12,27,2
government government,39,0.31451287787264964,0.002692068751294264,0.005162400516240052,13,24,2
restrictive,39,0.17635725218454892,0.0033133153862083247,0.004732200473220047,16,22,1
proximity,39,0.5518100099147097,0.0018637399047421825,0.006453000645300065,9,30,1
people access,39,-0.5124465669532334,0.006005384137502588,0.0019359001935900194,29,9,2
impoundment,39,-0.6200244972968137,0.006419548560778629,0.001505700150570015,31,7,1
president power,39,-0.4443453539288991,0.005591219714226548,0.0021510002151000217,27,10,2
dedicated public servant,39,-0.33812594138464863,0.004348726444398426,0.0021510002151000217,21,10,3
dearly,39,-0.00665291686324533,0.0041416442327604054,0.004086900408690041,20,19,1
automated,39,0.48828300681227294,0.0020708221163802027,0.00602280060228006,10,28,1
elon musk doge,39,-0.7877724026756393,0.007247877407330711,0.0008604000860400087,35,4,3
somalia,39,0.40068001514990265,0.0024849865396562435,0.005807700580770058,12,27,1
mr jeffries,39,-0.999999987617949,0.008076206253882792,0.0,39,0,2
people said,39,-0.2127101071265596,0.004969973079312487,0.0032265003226500323,24,15,2
fraud waste abuse,39,0.40068001514990265,0.0024849865396562435,0.005807700580770058,12,27,3
president does,39,-0.7763484583553583,0.00683371298405467,0.0008604000860400087,33,4,2
resign,39,-0.6822869465503473,0.00683371298405467,0.001290600129060013,33,6,1
director shall,39,0.9999999880794874,0.0,0.008388900838890084,0,39,2
working class americans,39,-0.5545536759527124,0.006005384137502588,0.0017208001720800173,29,8,3
direct investment,39,0.702068338347219,0.0012424932698281218,0.007098300709830071,6,33,2
secretary education,39,-0.499392390149701,0.005798301925864568,0.0019359001935900194,28,9,2
high costs,39,-0.6297002184701934,0.006626630772416649,0.001505700150570015,32,7,2
insurrection act,39,-0.999999987617949,0.008076206253882792,0.0,39,0,2
year 2029,39,-0.6297002184701934,0.006626630772416649,0.001505700150570015,32,7,2
fulton,39,-0.472560353769577,0.006005384137502588,0.0021510002151000217,29,10,1
year anniversary,39,-0.07204212121847897,0.003727479809484365,0.0032265003226500323,18,15,2
makes harder,39,-0.6822869465503473,0.00683371298405467,0.001290600129060013,33,6,2
makes sure,39,-0.00665291686324533,0.0041416442327604054,0.004086900408690041,20,19,2
talk little,39,-0.2127101071265596,0.004969973079312487,0.0032265003226500323,24,15,2
